id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
767,935198,3,1.5,5229,37471,2.5,0,0,3,3,3950,1279,1968,0,98037,47.6873,-121.7633,2522,37852
768,897804,7,4.5,1656,30278,1.5,1,0,4,12,1371,285,1986,0,98189,47.6807,-121.4855,2552,2424
769,1512115,1,3.5,7830,31272,2.0,0,0,3,9,6440,1390,1952,0,98185,47.6889,-121.761,5202,9412
770,1093102,2,4.5,5834,18375,2.5,0,0,3,4,4891,943,1918,0,98173,47.5217,-122.0424,2627,24144
771,426660,1,3.0,1232,28790,2.5,0,4,3,6,1005,227,1965,0,98076,47.2287,-121.6663,4241,18671
772,977798,6,3.0,4830,33372,2.5,0,0,3,9,4660,170,1947,0,98088,47.4556,-121.8814,1420,17528
773,1358654,5,4.5,7301,26610,2.5,0,0,3,6,6033,1268,1965,0,98126,47.4613,-121.8659,3775,33568
774,1194452,3,4.5,5346,29010,1.5,0,0,3,8,3930,1416,1972,0,98017,47.3273,-122.0978,2102,31137
775,1547535,1,3.0,7231,49239,1.0,0,0,3,13,6708,523,1917,0,98121,47.3969,-122.4981,5800,32691
776,1453651,4,2.0,7676,18949,1.0,0,0,3,11,7379,297,1979,0,98130,47.7105,-122.073,3641,1607
777,1436354,6,2.5,7741,33273,2.0,0,0,3,7,7285,456,1938,1984,98037,47.4625,-122.1367,3171,8637
778,529873,6,2.5,1453,26198,3.0,0,2,3,5,300,1153,1972,0,98182,47.5933,-122.3796,2415,5634
779,723294,3,2.0,3039,44680,1.0,0,0,4,8,1670,1369,2007,0,98170,47.4471,-122.2616,4789,38945
780,1435948,6,2.0,7556,45353,3.0,0,0,4,6,7079,477,1950,0,98029,47.5322,-121.3229,4707,10316
781,943101,4,4.5,3824,25330,1.0,0,0,3,11,2616,1208,1922,0,98065,47.1648,-122.1642,2230,36502
782,641580,1,1.5,3801,27452,1.0,0,1,3,4,3530,271,1932,0,98119,47.752,-121.8782,4492,7423
783,644857,3,3.5,2042,10201,2.0,0,0,3,12,1582,460,1959,0,98168,47.4052,-121.8408,5262,15659
784,1293651,6,1.5,5793,14495,2.5,0,2,3,7,4671,1122,2001,0,98113,47.6238,-121.828,3022,34229
785,1339667,6,2.5,6272,26139,2.0,0,0,3,11,5839,433,1958,0,98011,47.567,-122.4432,1610,15412
786,641972,4,1.0,1691,48366,1.0,0,0,3,12,1065,626,1997,0,98186,47.6595,-121.5742,1788,25327
787,1382673,5,2.0,6813,7254,2.5,0,0,4,9,5317,1496,1925,0,98020,47.1244,-121.6236,2480,24547
788,1213365,5,4.0,6012,49602,2.5,0,4,3,7,4720,1292,1916,0,98194,47.7547,-121.3274,768,3297
789,926019,7,,3493,5432,2.5,0,0,3,10,2698,795,1952,0,98159,47.6808,-122.2784,5085,39938
790,1460833,6,,7438,47754,3.0,0,0,4,4,6818,620,1977,0,98133,47.6836,-121.8355,3874,1848
791,620753,1,3.0,3181,19319,1.0,0,0,3,6,2786,395,1976,1984,98096,47.427,-121.5354,3038,33424
792,600380,3,3.0,1717,5402,1.5,0,0,3,8,300,1417,1985,0,98050,47.6574,-122.3508,2112,15728
793,670428,6,4.5,2040,16028,2.0,0,0,3,9,1181,859,1942,0,98137,47.5026,-121.5525,616,39804
794,1439294,2,4.0,6672,27955,3.0,0,0,5,13,5743,929,1947,2001,98041,47.4524,-122.176,3065,14674
795,944947,3,3.0,3736,7451,2.0,0,0,3,10,3350,386,1981,2001,98010,47.6494,-122.163,2423,22549
796,1431512,7,3.5,6041,19261,1.5,1,0,3,6,5508,533,1919,0,98181,47.5395,-121.3653,2572,38699
797,997433,5,4.5,2886,22728,2.5,0,0,4,11,1522,1364,1993,0,98100,47.154,-122.1234,711,21365
798,922735,6,1.0,4219,5294,1.5,0,0,3,9,4006,213,1934,0,98177,47.3202,-121.7989,4924,14737
799,1054437,4,2.5,6115,45023,2.0,0,0,4,4,5719,396,1932,2012,98154,47.5355,-121.9719,1084,7380
800,666697,2,4.5,1888,15998,1.5,0,0,3,11,1845,43,2009,0,98108,47.7327,-122.4062,3868,24226
801,665647,6,4.0,2356,43624,1.0,0,0,4,9,1765,591,1980,0,98067,47.7531,-121.3594,3167,16562
802,610916,7,3.0,1865,3807,1.5,0,0,4,7,1500,365,1998,0,98036,47.6872,-122.2435,4422,27170
803,265549,1,3.0,999,46288,1.0,0,0,3,5,826,173,1975,0,98151,47.278,-122.1788,5616,24546
804,721086,2,2.5,2180,27891,1.5,1,0,3,11,1908,272,1901,2013,98094,47.4314,-122.0473,2359,6151
805,460401,7,3.0,1010,3810,1.0,0,0,4,9,521,489,1933,0,98167,47.4034,-121.9018,555,7991
806,1392492,6,3.5,7994,22786,1.0,0,0,3,5,6789,1205,1975,0,98059,47.4071,-122.3269,5062,18159
807,1068544,1,2.5,4812,26551,1.5,0,0,3,7,3693,1119,1989,0,98023,47.1348,-121.7441,4389,22048
808,476267,2,4.0,1824,41782,3.0,0,0,4,5,1223,601,1931,0,98023,47.2215,-121.8824,543,22502
809,495412,1,4.5,1655,24344,2.5,0,0,3,5,561,1094,1920,2008,98171,47.2073,-122.1364,2041,18059
810,604408,1,1.5,2327,39524,2.5,0,0,3,9,1716,611,1904,2002,98100,47.5321,-121.6688,5474,39641
811,922193,2,3.0,3641,47014,2.5,0,0,3,11,2307,1334,,0,98025,47.3883,-121.8831,998,36391
812,1469503,2,2.5,7919,7706,1.0,0,0,3,7,7593,326,1986,0,98084,47.3271,-121.4912,5971,21132
813,963615,1,3.5,3986,42111,2.5,0,1,2,13,3640,346,1947,0,98060,47.4107,-121.4735,3772,18492
814,621769,7,2.0,2310,38292,1.0,0,0,3,6,2145,165,1995,0,98102,47.3269,-121.3239,2668,22380
815,1423625,5,3.5,7088,4947,3.0,0,4,4,6,6209,879,1968,0,98161,47.6302,-122.4192,505,25521
816,758223,2,4.5,3423,16409,1.5,0,0,3,5,2672,751,1998,0,98161,47.2169,-122.0138,4632,6825
817,1287713,6,2.5,5801,17921,1.5,0,1,2,10,4562,1239,2021,0,98193,47.1393,-121.8982,4821,8385
818,812273,3,4.5,2714,42419,1.0,0,0,4,12,2371,343,1969,0,98047,47.5555,-122.2194,1243,37040
819,970809,4,5.0,4686,31945,1.0,0,2,3,3,4626,60,1982,0,98033,47.2614,-121.3936,4744,28695
820,381308,1,1.5,1213,28000,3.0,0,0,3,5,300,913,2007,0,98038,47.5503,-122.3942,1757,30597
821,1209424,1,2.0,6477,46156,2.5,0,0,4,4,6114,363,1939,0,98152,47.141,-121.9858,5454,33550
822,1076841,4,5.0,4102,17164,3.0,0,0,3,13,3178,924,1905,0,98095,47.273,-122.2778,590,30944
823,1316130,5,5.0,4634,19152,1.5,0,4,3,13,3611,1023,1913,0,98102,47.2077,-121.6814,2252,16071
824,1789777,4,1.5,7793,42946,1.5,1,4,3,9,6588,1205,2018,0,98049,47.3035,-121.654,2581,37408
825,1062431,2,1.0,4022,42039,2.5,1,0,3,8,3989,33,1966,0,98030,47.3302,-121.453,4744,25903
826,812806,4,1.5,4768,16846,1.5,0,0,4,3,4364,404,1910,2019,98058,47.4466,-122.0092,5235,3224
827,949020,1,5.0,5248,24819,1.0,0,0,3,5,4352,896,1938,0,98116,47.4641,-121.5699,2446,7234
828,1188968,4,1.5,5349,20502,1.5,0,0,3,13,5212,137,1940,0,98097,47.5411,-121.8405,2959,26487
829,546102,3,3.0,1743,17156,2.0,0,0,4,6,1716,27,1923,0,98187,47.3322,-121.5253,2551,28670
830,1042396,6,4.5,4209,31657,2.5,0,4,2,12,4104,105,1942,0,98121,47.4724,-122.3975,4899,9942
831,570437,2,1.0,1581,4845,2.5,0,0,2,13,1425,156,2008,0,98144,47.7931,-121.9439,4378,29786
832,1218873,4,3.5,6279,29533,2.5,0,0,3,9,5149,1130,1981,0,98144,47.2474,-122.3193,2227,14081
833,1319181,1,2.0,7119,38641,2.0,0,0,2,5,5863,1256,1994,0,98161,47.2069,-121.5516,4266,9061
834,367740,7,4.5,955,45000,3.0,0,0,3,6,760,195,1973,1988,98039,47.6898,-122.3168,606,5982
835,1226717,6,2.0,5424,8311,1.0,0,0,3,13,4416,1008,1925,0,98046,47.3873,-122.4903,4791,6528
836,525948,2,3.5,1394,41901,2.5,0,0,3,9,1193,201,1928,0,98166,47.6928,-121.3846,3877,31540
837,472086,1,3.5,1884,30646,1.5,0,0,3,6,1776,108,1901,0,98151,47.3973,-121.9185,3466,7699
838,944658,5,2.0,2458,19317,1.0,1,0,3,11,1916,542,1929,0,98026,47.1152,-121.3178,3755,16872
839,798989,3,1.0,3572,6822,1.5,0,0,4,8,3532,40,2002,0,98049,47.3624,-121.9564,4860,20806
840,1367302,5,2.5,7030,42467,1.0,0,0,3,4,5943,1087,2010,0,98081,47.5271,-121.791,859,17661
841,902183,3,2.0,2496,38990,1.0,1,2,3,13,1607,889,1973,0,98102,47.4133,-121.607,1643,25964
842,1299633,4,4.0,6991,23445,1.5,0,0,3,3,6310,681,1975,0,98109,47.4215,-122.163,3600,8660
843,1158485,2,4.0,4785,31244,1.5,0,1,3,10,3974,811,1983,1998,98024,47.7988,-122.3406,4090,32860
844,487790,4,3.0,1004,4666,1.0,0,0,3,13,590,414,1956,2020,98127,47.4809,-121.7066,2949,26490
845,508257,3,3.5,1714,6486,2.5,0,0,5,5,1343,371,2017,0,98107,47.5879,-121.8872,1295,8535
846,676891,3,3.5,2031,31186,1.5,0,0,4,9,1228,803,2004,0,98083,47.6047,-121.5078,5136,17094
847,938267,3,4.5,3940,23262,2.0,1,0,3,6,3577,363,1958,0,98170,47.1001,-122.4459,5280,34238
848,392770,6,2.5,1323,30092,2.0,0,2,3,5,300,1023,1918,0,98126,47.4867,-121.8463,2308,19773
849,372118,1,2.0,1428,34538,1.0,0,0,3,11,958,470,1953,0,98027,47.7741,-122.2771,1523,8480
850,1116669,2,2.0,5529,8659,3.0,0,0,3,8,5030,499,1969,0,98130,47.6256,-121.7592,4996,22652
851,1279236,4,3.0,5736,17827,1.0,0,0,3,8,4731,1005,2019,0,98116,47.3383,-121.5875,3402,13610
852,298379,4,3.0,633,44390,1.0,0,0,3,8,300,333,1922,0,98136,47.3552,-122.1844,4025,14364
853,647943,5,3.0,2605,43091,2.5,0,0,3,5,2027,578,1982,0,98079,47.3125,-121.9219,4459,4771
854,946557,3,1.5,4127,49420,2.5,0,0,3,8,2916,1211,1994,0,98125,47.5411,-121.9958,2018,24100
855,1075793,7,4.0,5280,36183,3.0,0,0,3,6,4878,402,1932,0,98169,47.1681,-121.5942,3390,25906
856,1372975,3,2.0,7315,27234,3.0,0,0,4,4,6822,493,1965,0,98141,47.303,-121.7802,2849,7923
857,1312568,3,2.0,6816,7816,3.0,0,0,4,5,5559,1257,1978,0,98091,47.4488,-122.3552,5176,3601
858,459087,7,2.5,2352,43709,3.0,0,0,2,6,1861,491,1910,0,98150,47.4747,-121.3279,2195,1639
859,1269395,4,2.0,5410,47328,3.0,0,0,3,13,4486,924,1989,0,98119,47.5252,-121.4052,2616,14272
860,1137814,5,3.5,5768,47016,1.0,0,0,3,3,4823,945,1917,1989,98047,47.6581,-121.8055,5321,8855
861,919210,1,2.5,4675,4884,1.0,0,0,4,9,4145,530,1964,0,98047,47.2143,-121.567,2996,23238
862,772777,7,3.0,3433,18983,2.0,0,0,4,7,2098,1335,1931,0,98065,47.2575,-122.476,3441,6322
863,884768,6,3.0,3784,6179,2.0,0,0,4,13,2844,940,1903,0,98197,47.7106,-122.2582,2086,38056
864,1086399,2,2.0,4798,26234,1.5,0,3,3,11,4686,112,1985,0,98157,47.6818,-121.5786,834,29950
865,903575,7,1.5,3311,39330,1.0,0,0,3,8,2968,343,1935,0,98079,47.6751,-122.3726,3902,21266
866,1210611,1,4.5,5848,31505,3.0,0,0,3,10,5491,357,1992,0,98118,47.246,-122.4487,5550,21804
867,1270682,4,2.5,6295,21494,1.5,0,2,2,11,6170,125,1999,0,98030,47.1408,-121.7611,4522,30249
868,435692,6,2.5,1750,2330,2.5,0,0,3,8,1669,81,1956,0,98046,47.4664,-122.4589,5327,5165
869,1388366,6,1.0,6278,49465,1.0,1,0,2,9,6027,251,2013,0,98006,47.709,-122.2803,5903,22840
870,1238409,6,3.0,6151,12132,2.0,0,0,4,8,5770,381,1932,0,98134,47.2663,-122.404,644,21612
871,975730,3,3.0,4012,46263,1.0,0,1,3,8,3296,716,2002,0,98087,47.7329,-121.8589,2197,13109
872,1145445,2,3.0,6690,39178,1.0,0,1,3,4,5568,1122,1913,0,98052,47.1991,-121.6877,3503,9941
873,521011,4,4.0,1756,41251,1.0,0,0,4,7,1305,451,1947,0,98005,47.3087,-122.28,3247,22339
874,922024,4,1.5,3876,18510,1.0,0,0,3,8,3282,594,2010,0,98041,47.3088,-121.9375,2251,19507
875,1341820,6,2.0,6145,20101,2.5,0,0,4,12,6122,23,1936,0,98148,47.2058,-122.4758,2741,29000
876,1192786,4,4.0,5762,11797,2.0,0,0,4,7,4322,1440,2008,0,98148,47.7109,-122.1824,4860,5135
877,865369,2,5.0,3986,12524,1.0,0,0,3,6,3634,352,1904,0,98167,47.3888,-122.2845,2711,12793
878,836453,2,1.5,4084,6185,2.5,0,0,3,8,4012,72,1949,0,98030,47.2335,-122.3008,3024,18017
879,512965,5,3.0,1896,45844,1.5,0,0,3,8,1202,694,1960,0,98048,47.2031,-122.23,1555,36565
880,1117697,7,2.0,4137,15206,1.0,0,2,4,10,3623,514,1985,0,98188,47.3946,-121.5336,5326,15076
881,897213,7,1.0,3830,49694,2.5,0,0,3,10,3060,770,1968,0,98123,47.1121,-121.3603,4378,7482
882,886872,5,2.5,3203,24152,3.0,0,0,4,12,2150,1053,2000,0,98151,47.1847,-121.6527,5067,15086
883,287497,1,1.5,970,9366,1.5,0,2,3,3,313,657,1937,0,98104,47.1026,-122.4133,3406,19897
884,1539173,7,4.0,7614,28813,2.0,0,2,3,4,6141,1473,1945,0,98188,47.1171,-121.7462,563,36086
885,1324890,2,3.0,5631,2295,1.0,0,0,5,13,4693,938,1997,0,98178,47.7982,-121.6191,4507,10839
886,448698,2,1.5,1853,48117,1.0,0,0,3,3,373,1480,1914,0,98116,47.4142,-122.3666,595,17206
887,1070398,7,1.0,3283,18657,2.5,1,0,2,12,2450,833,2011,0,98013,47.6102,-122.1468,4704,12427
888,722847,2,4.0,3331,3309,2.0,0,1,3,9,2281,1050,1936,2006,98110,47.616,-121.9859,3935,4130
889,1203308,5,1.5,5563,36075,3.0,0,0,3,10,4184,1379,1926,0,98038,47.7163,-122.1271,5449,10624
890,396305,6,3.5,857,23340,1.5,0,0,2,5,300,557,2011,0,98039,47.1726,-121.878,5341,37272
891,832034,6,2.5,3519,12042,2.0,1,0,3,5,3501,18,1900,0,98103,47.468,-122.3429,1235,13807
892,427881,4,3.5,1167,32385,1.0,0,0,3,9,640,527,1928,0,98196,47.3252,-121.9663,1902,20479
893,1199177,6,2.5,4968,29040,2.5,0,1,4,10,4175,793,1971,0,98147,47.4839,-121.6201,4718,1931
894,1126316,3,1.5,5627,27544,3.0,0,0,3,8,4334,1293,1996,0,98180,47.3325,-121.9469,4276,14569
895,492810,5,2.0,1645,13484,2.5,0,0,4,10,476,1169,1906,2004,98169,47.2286,-122.2475,5909,6629
896,1037274,2,2.0,5967,49792,1.5,0,0,2,4,5426,541,1928,0,98122,47.571,-121.5375,5364,19008
897,1367026,7,2.5,7319,24633,2.0,0,0,2,9,6703,616,1930,0,98092,47.1269,-122.0267,1053,11758
898,972149,6,3.5,4685,43853,2.5,0,0,2,7,3513,1172,1937,2020,98027,47.7268,-121.9899,4566,27350
899,992041,5,2.0,4219,22661,2.5,0,1,3,8,3013,1206,1907,0,98151,47.2024,-122.0709,5968,19215
900,874307,6,1.0,3245,2823,1.0,0,4,3,9,2180,1065,1994,0,98127,47.5306,-122.1523,645,33314
901,1427205,1,3.0,7983,25674,2.5,0,0,3,11,7819,164,1936,0,98019,47.6279,-121.7777,5817,29601
902,1673278,2,3.5,7845,21051,3.0,1,0,5,9,7037,808,1958,0,98080,47.151,-122.2746,4814,19332
903,716543,1,5.0,1039,14267,2.0,0,4,3,13,300,739,1978,0,98163,47.7323,-121.5769,5786,11750
904,627219,2,3.5,3279,28738,1.5,0,0,2,3,2162,1117,1953,2012,98133,47.3493,-121.922,1384,5061
905,1490142,5,3.0,5464,22425,2.5,1,3,3,7,4227,1237,2015,2020,98088,47.7977,-121.4397,3225,8048
906,1083607,4,3.5,4636,47652,3.0,0,0,4,13,3425,1211,1957,0,98133,47.1481,-121.3733,886,8322
907,1250742,6,4.5,5335,35960,1.5,0,0,3,13,4224,1111,1995,0,98093,47.6017,-122.0404,5222,39618
908,1028466,6,4.5,4275,48282,3.0,0,0,4,13,2794,1481,1925,0,98006,47.2125,-122.3094,2137,26688
909,1325544,3,2.5,6542,18038,2.5,0,2,3,6,5047,1495,1947,2021,98041,47.3819,-121.8937,4871,18095
910,1644773,7,2.0,7145,8421,2.5,0,2,3,10,6068,1077,2012,0,98041,47.4102,-122.1755,5740,20387
911,1404964,1,2.0,7602,5106,2.0,0,0,3,9,7231,371,1910,0,98182,47.3843,-121.9882,2362,35533
912,1396200,6,3.0,7812,32593,1.0,0,0,4,6,7448,364,1922,0,98172,47.3363,-122.0471,1656,30586
913,1372184,5,4.0,5820,24264,3.0,0,0,3,13,4760,1060,1933,0,98048,47.637,-121.9594,2316,5002
914,1001225,4,3.0,5524,12216,1.0,0,0,3,5,5406,118,1932,0,98165,47.6739,-121.9017,2781,39573
915,1291251,7,1.5,6632,45127,1.0,0,0,3,8,6224,408,1980,2002,98093,47.3349,-121.7471,552,11664
916,872895,5,4.0,3008,16024,1.5,0,0,3,10,2646,362,1996,0,98184,47.4379,-122.4954,3455,2390
917,711469,1,4.0,3279,25085,1.5,0,0,3,5,1887,1392,1901,0,98033,47.3952,-122.1923,2857,1856
918,1311249,3,2.0,7395,26834,3.0,0,0,3,7,6438,957,2012,0,98163,47.5155,-122.2957,2782,11426
919,614496,6,3.5,1424,38058,1.0,0,0,2,12,300,1124,1960,0,98102,47.2052,-121.6475,5638,1086
920,623878,5,2.5,3456,32127,2.0,0,0,5,3,3134,322,1903,0,98112,47.664,-121.5012,5448,3045
921,647586,7,4.5,2081,9915,1.0,0,0,2,12,1324,757,1911,0,98134,47.6579,-121.6291,4556,27087
922,1036342,2,4.5,3824,36773,1.5,0,3,2,12,2507,1317,1928,0,98046,47.5133,-121.3304,1078,4229
923,1181955,4,3.0,4985,1654,1.0,0,0,3,10,4042,943,2005,0,98074,47.6223,-122.4073,3450,18216
924,1283209,7,4.0,6213,25940,2.5,0,0,4,9,5766,447,2005,0,98036,47.792,-121.9423,5756,36801
925,1615247,5,4.5,7526,39440,2.5,0,0,3,10,6373,1153,2010,0,98172,47.7458,-121.4208,5367,22971
926,528879,4,3.0,755,26393,2.0,1,3,3,4,300,455,2006,0,98135,47.528,-122.1171,5870,15504
927,1057682,6,2.5,5304,3416,3.0,0,0,2,9,4596,708,2002,0,98135,47.458,-121.5372,5574,25276
928,611050,2,4.0,2338,1125,1.0,0,0,3,6,1360,978,1941,0,98029,47.4742,-121.8259,4343,27422
929,618495,3,2.0,2444,40008,2.5,0,3,3,4,2103,341,1982,0,98065,47.4266,-121.3257,2589,36667
930,1554631,7,2.5,7093,6709,3.0,0,0,3,11,5803,1290,1956,0,98060,47.4362,-122.0548,5178,4062
931,504578,3,4.5,509,16803,2.5,1,0,3,7,300,209,1949,0,98112,47.6124,-121.9994,5517,6442
932,853797,2,4.0,3371,28729,3.0,0,0,4,9,2897,474,1965,0,98035,47.7945,-122.3034,2568,23524
933,563552,4,2.5,1297,49366,3.0,0,2,4,6,300,997,1906,0,98185,47.1317,-122.3084,1902,33346
934,1603788,6,2.0,7909,37536,2.5,0,0,3,12,7619,290,1956,0,98029,47.2611,-121.4668,2045,13113
935,1535522,5,2.5,7918,23985,1.5,0,0,3,13,7747,171,1945,0,98038,47.2471,-122.0112,5719,28622
936,1291656,2,2.0,5472,27213,3.0,0,0,4,13,4010,1462,1921,0,98140,47.683,-121.7554,3926,29947
937,1099661,1,1.5,5624,25231,1.0,0,0,4,6,5324,300,1910,0,98087,47.3938,-121.5973,3040,39279
938,1453780,4,4.0,7786,46257,2.5,0,3,3,5,7638,148,1932,0,98110,47.4676,-121.9741,5631,29388
939,423396,3,2.0,1515,22714,1.5,0,0,3,3,856,659,1953,0,98080,47.4284,-121.3555,5198,7203
940,648502,7,3.0,2324,36306,2.5,0,0,4,4,1036,1288,1919,0,98186,47.6976,-121.3742,4292,37483
941,1155662,2,2.5,4969,40884,2.0,0,3,3,11,3851,1118,1904,0,98078,47.4498,-121.6839,3462,25731
942,750129,3,5.0,3636,14528,1.0,0,0,4,3,2939,697,1967,2010,98080,47.5675,-121.3058,1469,17249
943,618726,4,2.5,2693,39808,2.0,0,0,3,7,1727,966,1913,0,98134,47.1136,-122.4968,2590,28634
944,195839,3,1.5,723,8561,3.0,0,0,3,4,307,416,1902,0,98036,47.5567,-122.4889,3149,34305
945,1061913,2,1.5,5858,8044,3.0,0,0,3,6,5602,256,2013,1994,98052,47.2687,-122.419,1403,32696
946,1389219,4,3.5,6820,15747,2.0,0,0,2,13,6306,514,1981,0,98088,47.7068,-121.3678,4263,1604
947,1244793,1,3.5,6398,12336,2.0,0,0,3,9,5720,678,1957,0,98115,47.6261,-121.7742,1242,27618
948,1128398,2,2.5,5448,37329,3.0,0,0,4,7,4075,1373,1926,0,98027,47.1765,-121.3867,4927,11900
949,1448425,5,2.5,7949,30255,1.5,0,0,3,3,7038,911,1903,0,98025,47.1724,-122.3475,1065,37356
950,939536,6,1.0,4658,42323,1.0,0,0,4,5,4454,204,1966,0,98168,47.3051,-122.4616,4459,1400
951,1244232,2,3.0,5836,19572,2.5,0,0,3,12,5147,689,1963,0,98164,47.188,-121.8481,2203,24016
952,992396,4,3.0,4425,22062,2.0,0,0,3,11,4082,343,1990,0,98188,47.6182,-122.2897,4752,30811
953,1252890,7,1.5,7470,16555,1.0,0,0,3,3,7006,464,1991,0,98029,47.7908,-121.4682,5890,18063
954,1549389,6,1.5,7438,2680,2.5,0,0,4,12,7410,28,1985,0,98095,47.5587,-121.9955,2573,8834
955,1155424,2,1.5,5284,21020,2.5,0,4,3,6,3885,1399,1941,0,98003,47.2743,-121.5755,2979,16037
956,1238840,1,1.5,6080,34770,2.0,0,3,3,7,5976,104,1928,2001,98141,47.495,-121.8803,5207,22017
957,1110399,7,3.5,4500,24530,1.5,0,0,5,12,4167,333,1979,0,98068,47.664,-121.8656,1692,26611
958,580460,1,2.0,2133,47983,1.5,0,4,3,5,1041,1092,1934,0,98139,47.7735,-121.6818,3819,3958
959,653428,5,2.0,2652,31444,1.0,0,4,4,5,2546,106,1918,0,98176,47.1036,-122.0975,3173,39713
960,1354827,7,1.5,7766,41949,1.0,0,0,4,3,7665,101,2015,2001,98060,47.4666,-121.3614,5096,5992
961,398052,3,5.0,1010,34253,3.0,0,0,3,8,300,710,1993,0,98002,47.4172,-122.0195,702,36261
962,546641,7,4.5,884,40899,1.5,0,3,3,6,333,551,1978,0,98079,47.3901,-122.0223,4561,31778
963,471492,6,2.0,904,6374,1.0,0,0,4,10,300,604,1968,0,98198,47.4527,-121.6511,552,11457
964,1481067,7,2.5,7466,23472,3.0,0,0,3,8,7330,136,1930,0,98111,47.3825,-121.7365,1248,26636
965,949812,4,2.0,5113,38504,2.5,0,0,1,5,4624,489,1942,1988,98013,47.3408,-121.3051,1701,4007
966,986708,4,3.0,5071,23132,1.0,0,0,3,9,5005,66,1994,0,98035,47.1804,-121.4797,3287,11787
967,574894,3,1.0,2500,11845,3.0,0,0,3,5,1326,1174,1972,0,98051,47.4499,-122.1585,1259,8672
968,846756,7,3.5,3256,28436,1.5,0,0,4,11,2979,277,1976,0,98108,47.6747,-122.3781,4052,33055
969,604221,1,3.0,2168,32775,2.5,0,0,4,10,1957,211,2006,2014,98113,47.1733,-122.372,1504,36665
970,1110755,1,4.5,6489,14373,1.0,0,0,4,5,5116,1373,1920,2015,98056,47.6169,-122.0661,2962,6199
971,1519709,2,1.5,7414,26923,1.5,0,2,4,13,6787,627,2009,1998,98040,47.2874,-121.9274,3317,4082
972,619166,5,4.0,1960,35446,2.5,0,0,2,4,1313,647,1994,0,98187,47.3669,-121.7355,5928,22071
973,1388714,6,4.0,7690,1375,2.0,0,0,3,5,6520,1170,1964,0,98012,47.7917,-121.4707,3263,28606
974,1420869,5,1.5,7640,13401,1.5,0,0,3,6,7276,364,2004,0,98016,47.5726,-121.3126,3781,2097
975,829260,7,2.5,4136,18328,2.0,0,0,3,5,3459,677,1976,0,98181,47.6034,-122.0095,4411,1620
976,845419,5,1.5,3224,19449,1.0,0,4,4,11,1973,1251,1933,0,98116,47.5217,-121.8453,1462,25035
977,1176723,2,2.0,5309,31858,3.0,0,0,3,13,3996,1313,1960,0,98041,47.3257,-121.7791,3755,28117
978,1126350,5,2.0,4678,28596,1.0,0,0,4,12,3325,1353,1935,2010,98148,47.5726,-121.8297,4756,9358
979,1045605,3,3.0,5764,32055,1.5,0,0,2,4,4902,862,1979,2004,98168,47.4201,-122.3916,658,21307
980,1622126,2,2.5,7752,49270,2.0,0,0,4,10,7358,394,1973,2012,98061,47.6825,-122.362,2999,19512
981,1477943,3,5.0,7745,6322,2.0,0,0,3,9,7191,554,2001,1984,98034,47.4997,-121.4335,4874,3157
982,1255230,7,1.5,7100,7026,2.5,0,0,3,3,6298,802,1940,0,98019,47.6399,-121.6893,600,3075
983,1190077,2,5.0,6497,47840,1.0,0,0,3,8,5335,1162,1933,2010,98173,47.694,-121.6855,4338,5992
984,855063,7,2.0,2548,11714,1.0,1,0,3,8,2125,423,1924,0,98091,47.6748,-121.5223,2326,39435
985,1267432,7,4.0,4646,17822,1.5,0,3,3,11,3370,1276,1956,0,98029,47.3815,-122.399,1896,37824
986,1206750,5,2.5,5280,10027,2.0,0,0,4,12,4865,415,1964,0,98019,47.3581,-122.0014,1753,4424
987,627190,3,1.5,1216,27491,1.5,1,0,3,13,300,916,1975,0,98184,47.7083,-122.204,4276,19993
988,1339474,7,4.5,6065,3232,1.5,0,2,3,10,5720,345,1921,0,98027,47.2002,-121.707,4470,22213
989,1060652,3,2.0,5044,47233,2.0,0,2,3,9,4348,696,1959,0,98130,47.2956,-122.2421,5629,37774
990,1076275,3,3.5,5476,33654,1.5,0,0,3,9,4900,576,1953,0,98168,47.1847,-121.6695,4817,12391
991,1216398,2,3.5,5083,39249,2.0,0,4,3,7,4268,815,2020,0,98103,47.1295,-122.0345,2157,18073
992,526002,4,3.0,2323,24372,1.5,0,0,3,4,2144,179,1921,0,98193,47.5311,-121.9727,2831,8318
993,748114,5,3.0,2581,10045,3.0,0,0,3,12,2368,213,1960,0,98078,47.7305,-121.5184,3651,9884
994,940229,7,4.0,3919,10071,1.5,0,0,4,7,3482,437,2011,0,98008,47.1906,-122.0822,616,26477
995,1214448,3,1.5,6738,46671,1.5,0,0,3,3,6586,152,1965,0,98027,47.657,-122.1921,5475,35441
996,1871693,6,3.5,7739,23612,3.0,1,0,3,13,6868,871,1944,0,98158,47.3655,-121.4797,3767,30455
997,716951,4,4.5,2074,13473,1.0,0,0,3,12,1134,940,1971,0,98153,47.5327,-121.6775,1034,31412
998,1425973,7,1.0,6797,6953,2.0,0,0,3,8,5361,1436,1996,0,98049,47.6346,-122.0153,2907,9001
999,394161,6,1.5,749,8676,2.5,0,2,4,4,300,449,1968,0,98056,47.5971,-121.9017,4847,15045
